setting,source_model,target_model,model_family,fold0_weight_path,fold1_weight_path,fold2_weight_path,missing_folds,fold0_status,fold1_status,fold2_status,fold0_source,fold1_source,fold2_source
HCP_to_PING,HCP,PING,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x22/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x1/best_weights_ep27.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x23/best_weights_ep37.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:158 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:158,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:160 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:160,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:162 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:162
HCP_to_PING,HCP,PING,TractSeg,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x14/best_weights_ep73.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x1/best_weights_ep68.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x14/best_weights_ep73.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:118 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:118,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:121 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:121,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:124 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:124
HCP_to_PING,HCP,PING,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x14/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x1/best_weights_ep13.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x14/best_weights_ep17.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:128 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:128,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:131 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:131,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:134 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:134
HCP_to_PING,HCP,PING,mednext3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x20/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x21/best_weights_ep18.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x22/best_weights_ep19.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:166 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:166,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:169 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:169,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:172 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:172
HCP_to_PING,HCP,PING,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x11/best_weights_ep67.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x12/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x13/best_weights_ep22.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:138 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:138,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:141 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:141,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:144 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:144
HCP_to_PING,HCP,PING,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x12/best_weights_ep26.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x80/best_weights_ep6.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x81/best_weights_ep6.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:148 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:148,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:151 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:151,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:154 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:154
PING_to_CamCan,PING,CamCan,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D/best_weights_ep38.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x1/best_weights_ep113.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x2/best_weights_ep131.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:221 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:221 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:80,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:223 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:223 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:85,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:225 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:225 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:90
PING_to_CamCan,PING,CamCan,TractSeg,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x9/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x10/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x12/best_weights_ep193.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:50 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:51 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:16,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:52 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:53 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:21,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:54 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:55 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:26
PING_to_CamCan,PING,CamCan,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x1/best_weights_ep51.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x2/best_weights_ep53.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x3/best_weights_ep35.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:92 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:93 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:32,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:94 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:95 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:37,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:96 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:97 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:42
PING_to_CamCan,PING,CamCan,mednext3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D/best_weights_ep74.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x1/best_weights_ep40.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x2/best_weights_ep62.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:264 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:264 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:96,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:266 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:266 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:101,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:268 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:268 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:106
PING_to_CamCan,PING,CamCan,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x17/best_weights_ep174.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x18/best_weights_ep104.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x19/best_weights_ep111.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:136 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:136 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:48,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:138 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:138 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:53,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:140 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:140 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:58
PING_to_CamCan,PING,CamCan,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x7/best_weights_ep36.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x8/best_weights_ep33.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x9/best_weights_ep29.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:180 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:180 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:64,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:182 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:182 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:69,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:184 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:184 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:74
PING_to_HCP,PING,HCP,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D/best_weights_ep38.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x1/best_weights_ep113.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x2/best_weights_ep131.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:150 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:78,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:152 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:83,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:154 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:88
PING_to_HCP,PING,HCP,TractSeg,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x9/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x10/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x12/best_weights_ep193.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:118 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:14,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:120 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:19,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:123 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:24
PING_to_HCP,PING,HCP,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x1/best_weights_ep51.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x2/best_weights_ep53.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x3/best_weights_ep35.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:127 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:30,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:129 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:35,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:131 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:40
PING_to_HCP,PING,HCP,mednext3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D/best_weights_ep74.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x1/best_weights_ep40.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x2/best_weights_ep62.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:158 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:94,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:160 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:99,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:162 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:104
PING_to_HCP,PING,HCP,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x17/best_weights_ep174.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x18/best_weights_ep104.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x19/best_weights_ep111.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:134 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:46,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:136 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:51,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:138 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:56
PING_to_HCP,PING,HCP,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x7/best_weights_ep36.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x8/best_weights_ep33.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x9/best_weights_ep29.npz,-,commented || active,commented || active,commented || active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:142 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:62,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:144 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:67,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:146 || TractSeg/scripts/cortex/run_inference_CamCan_and_wholehcp_from_PING.sh:72
PING_to_PING,PING,PING,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D/best_weights_ep38.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x1/best_weights_ep113.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_MASAM3D_x2/best_weights_ep131.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:48 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:48,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:50 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:50,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:52 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:52
PING_to_PING,PING,PING,TractSeg,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x9/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x10/best_weights_ep105.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg_x12/best_weights_ep193.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:12 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:12,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:14 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:14,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:16 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:16
PING_to_PING,PING,PING,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x1/best_weights_ep51.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x2/best_weights_ep53.npz,$DATA_PATH/TractSeg/hcp_exp/Ping_experiment_TractSeg3D_x3/best_weights_ep35.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:20 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:20,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:22 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:22,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:24 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:24
PING_to_PING,PING,PING,mednext3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D/best_weights_ep74.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x1/best_weights_ep40.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_mednext3D_x2/best_weights_ep62.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:56 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:56,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:59 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:59,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:62 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:62
PING_to_PING,PING,PING,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x17/best_weights_ep174.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x18/best_weights_ep104.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr_x19/best_weights_ep111.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:28 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:28,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:31 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:31,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:34 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:34
PING_to_PING,PING,PING,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x7/best_weights_ep36.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x8/best_weights_ep33.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_Ping_swinunetr3D_x9/best_weights_ep29.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:38 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:38,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:41 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:41,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:44 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:44
